,"1,2-diol",carboxylic acid ester,alkene,carbonic acid diester,aldehyde,imino(het)arene,quaternary ammonium salt,primary alcohol,enol ether,secondary aliphatic/aromatic amine (alkylarylamine),guanidine,secondary carboxylic acid amide,alpha-aminoacid,secondary alcohol,dialkyl ether,carboxylic acid amidine,tertiary alcohol,"carboxylic acid imide, N-unsubstituted",secondary aromatic amine (diarylamine),secondary amine,isourea,alpha-hydroxyacid,carbamic acid ester (urethane),tertiary carboxylic acid amide,ketone,tertiary aliphatic amine (trialkylamine),imido ester,hydrazone,nitroso compound,diazonium salt,alkyl aryl ether,orthocarboxylic acid derivative,"1,2-aminoalcohol",oxime ether,semicarbazone,oxime,carboxylic acid salt,hydroxylamine,enamine,phenol or hydroxyhetarene,carbonic acid derivative,heterocyclic compound,carboxylic acid hydrazide,diaryl ether,oxo(het)arene,carbodiimide,N-oxide,hydroxamic acid,primary amine,urea,"1,2-diphenol",primary aliphatic amine (alkylamine),ketene acetal or derivative,carboxylic acid,carbonic acid monoester,aromatic compound,acetal,primary aromatic amine,alkyne,carbamic acid,lactam,acyl cyanide,enol,primary carboxylic acid amide,carbonitrile,nitro compound,tertiary amine,secondary aliphatic amine (dialkylamine),enediol,lactone,hemiaminal,hydrazine derivative,carboxylic acid anhydride,imine,aminal,carboxylic acid amidrazone,tertiary aliphatic/aromatic amine (alkylarylamine),azo compound,"carboxylic acid imide, N-substituted",cation,anion,key,Unnamed: 0,Smiles_A,Smiles_B,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi,heavy_atoms,NHOHs,NOs,hetero_arom_rings,rings
a_461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_461,460.0,N#Cc1nccc(O)c1,N#CC(NC=C1)=CC1=O,-1533.4499234883401,-1553.9368558044434,20.48693231610332,-1529.685572124691,-1550.5202484512326,20.834676326542198,3.764351363649439,3.4166073532105656,-0.3477440104388734,9.0,1.0,3.0,9.0,1.0
a_462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_462,461.0,N#Cc(cncc1)c1O,N#CC1=CNC=CC1=O,-1537.110902377486,-1556.6454746932986,19.53457231581251,-1533.9620379939895,-1551.4837039260865,17.521665932096766,3.148864383496175,5.16177076721192,2.0129063837157446,9.0,1.0,3.0,9.0,1.0
a_463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_463,462.0,[O-][N+](c1nccc(O)c1)=O,[O-][N+](C(NC=C1)=CC1=O)=O,-1525.6733884379662,-1548.5885870819093,22.91519864394309,-1523.1960968616363,-1550.953416343689,27.75731948205271,2.4772915763298897,-2.3648292617797324,-4.842120838109622,10.0,1.0,5.0,10.0,1.0
a_464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_464,463.0,Oc1ccnc2ccccc12,O=C1c(cccc2)c2NC=C1,-2138.277749811835,-2136.312085533142,-1.9656642786926568,-2143.3172316801624,-2149.499954154968,6.182722474805814,-5.039481868327584,-13.187868621826055,-8.148386753498473,11.0,1.0,2.0,11.0,2.0
a_465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_465,464.0,Cc1nc2ccccc2c(O)c1,CC(Nc1c2cccc1)=CC2=O,-2437.4174269713,-2438.875811759949,1.4583847886488002,-2444.450847969409,-2449.886580665589,5.435732696179912,-7.033420998108793,-11.010768905639909,-3.977347907531112,12.0,1.0,2.0,12.0,2.0
a_466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_466,465.0,Cc(cnc1ccccc11)c1O,CC1=CNc(cccc2)c2C1=O,-2437.104262905524,-2435.0235733337404,-2.0806895717837506,-2443.342661532411,-2448.9634157867426,5.6207542543320415,-6.238398626886919,-13.939842453002713,-7.701443826115793,12.0,1.0,2.0,12.0,2.0
a_467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_467,466.0,Nc1nc2ccccc2c(O)c1,NC(Nc1c2cccc1)=CC2=O,-2313.495973284548,-2319.030290313721,5.534317029172598,-2315.623062286121,-2324.752082771301,9.129020485180263,-2.1270890015725854,-5.721792457580251,-3.5947034560076645,12.0,3.0,3.0,12.0,2.0
a_468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_468,467.0,Nc(cnc1ccccc11)c1O,NC1=CNc(cccc2)c2C1=O,-2308.582717785869,-2306.701543876648,-1.8811739092207065,-2311.800398630693,-2318.4044665145875,6.604067883894004,-3.217680844824826,-11.702922637939535,-8.48524179311471,12.0,3.0,3.0,12.0,2.0
a_469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_469,468.0,Oc1cc(-c2ccccc2)nc2ccccc12,O=C1c(cccc2)c2NC(c2ccccc2)=C1,-3392.9784730135307,-3379.1599713134765,-13.818501700054185,-3397.5406147687927,-3391.0975998687745,-6.44301490001908,-4.562141755262928,-11.937628555298033,-7.375486800035106,17.0,1.0,2.0,17.0,3.0
a_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_46,45.0,CC(C1c(cccc2)c2-c2c1cccc2)=O,CC(O)=C1c(cccc2)c2-c2c1cccc2,-3358.401265148094,-3337.650100936889,-20.75116421120447,-3345.4499773799525,-3325.5048614501948,-19.94511592975732,12.951287768141356,12.145239486694207,-0.806048281447147,16.0,0.0,1.0,16.0,3.0
a_470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_470,469.0,Oc(c1ccccc1nc1)c1-c1ccccc1,O=C1C(c2ccccc2)=CNc2c1cccc2,-3388.073815258272,-3379.412623260498,-8.66119199777404,-3395.894100152941,-3389.854045578003,-6.040054574938496,-7.820284894669385,-10.44142231750493,-2.6211374228355453,17.0,1.0,2.0,17.0,3.0
a_471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_471,470.0,COCc1nc2ccccc2c(O)c1,COCC(Nc1c2cccc1)=CC2=O,-2820.8804561277666,-2822.5237466583253,1.6432905305582608,-2828.563716173112,-2835.865564064026,7.301847890913905,-7.683260045344922,-13.341817405700569,-5.658557360355643,14.0,1.0,3.0,14.0,2.0
a_472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_472,471.0,COCc(cnc1ccccc11)c1O,COCC1=CNc(cccc2)c2C1=O,-2824.8943710979133,-2824.0422974624635,-0.8520736354498695,-2827.850255958078,-2833.3216263885497,5.471370430471778,-2.955884860164588,-9.279328926086237,-6.323444065921649,14.0,1.0,3.0,14.0,2.0
a_473,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_473,472.0,COC(c1nc2ccccc2c(O)c1)=O,COC(C(Nc1c2cccc1)=CC2=O)=O,-2809.920185737556,-2814.5250956726068,4.6049099350511815,-2818.0634768269124,-2826.259863716125,8.1963868892135,-8.143291089355898,-11.734768043518214,-3.5914769541623173,15.0,1.0,4.0,15.0,2.0
a_474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_474,473.0,COC(c(cnc1ccccc11)c1O)=O,COC(C1=CNc(cccc2)c2C1=O)=O,-2823.4455506259833,-2820.71401272583,-2.7315379001533984,-2818.369546703231,-2823.9268798599237,5.557333156693858,5.076003922752989,-3.2128671340942674,-8.288871056847256,15.0,1.0,4.0,15.0,2.0
a_475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_475,474.0,COCNc1nc2ccccc2c(O)c1,COCNC(Nc1c2cccc1)=CC2=O,-2991.595433736848,-3001.0096794433593,9.414245706511338,-2993.023882821789,-3007.321403640747,14.297520818957764,-1.4284490849413487,-6.311724197387775,-4.883275112446427,15.0,2.0,4.0,15.0,2.0
a_476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_476,475.0,COCNc(cnc1ccccc11)c1O,COCNC1=CNc(cccc2)c2C1=O,-2986.036746311121,-2989.6931242675787,3.656377956456709,-2991.21814146178,-3002.6909761047364,11.472834642957425,-5.1813951506574085,-12.997851837158125,-7.8164566865007155,15.0,2.0,4.0,15.0,2.0
a_477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_477,476.0,COc1nc2ccccc2c(O)c1,COC(Nc1c2cccc1)=CC2=O,-2530.7503581268297,-2536.5754047775267,5.8250466506970024,-2538.5262241709547,-2546.934310546875,8.408086375919991,-7.775866044125451,-10.35890576934844,-2.5830397252229886,13.0,1.0,3.0,13.0,2.0
a_478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_478,477.0,COc(cnc1ccccc11)c1O,COC1=CNc(cccc2)c2C1=O,-2520.7177428851624,-2524.825857650757,4.108114765594564,-2528.476382693677,-2535.138490814209,6.662108120532137,-7.758639808514545,-10.31263316345212,-2.553993354937574,13.0,1.0,3.0,13.0,2.0
a_479,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_479,478.0,CC(Oc1nc2ccccc2c(O)c1)=O,CC(OC(Nc1c2cccc1)=CC2=O)=O,-2815.2515014114424,-2823.9337415771483,8.682240165706391,-2820.737227561885,-2833.051908119201,12.314680557316475,-5.485726150443043,-9.118166542053133,-3.632440391610089,15.0,1.0,4.0,15.0,2.0
a_47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_47,46.0,O=C(C1c(cccc2)c2-c2c1cccc2)c1ccccc1,OC(c1ccccc1)=C1c(cccc2)c2-c2c1cccc2,-4309.899937980274,-4264.928139404296,-44.97179857597803,-4299.362880374535,-4249.876346878052,-49.48653349648339,10.537057605739392,15.051792526244752,4.5147349205053615,21.0,0.0,1.0,21.0,4.0
a_480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_480,479.0,CC(Oc(cnc1ccccc11)c1O)=O,CC(OC1=CNc(cccc2)c2C1=O)=O,-2814.901623895506,-2817.3911821746824,2.4895582791764355,-2816.173043834872,-2823.451134132385,7.278090297513247,-1.271419939365842,-6.059951957702651,-4.7885320183368085,15.0,1.0,4.0,15.0,2.0
a_481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_481,480.0,Oc1cc(Oc2ccccc2)nc2ccccc12,O=C1c(cccc2)c2NC(Oc2ccccc2)=C1,-3491.030559381826,-3484.7498353729247,-6.280724008901416,-3490.3268672475956,-3492.0630184021,1.7361511545036592,0.7036921342300957,-7.3131830291749775,-8.016875163405075,18.0,1.0,3.0,18.0,3.0
a_482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_482,481.0,Oc(c1ccccc1nc1)c1Oc1ccccc1,O=C1C(Oc2ccccc2)=CNc2c1cccc2,-3478.315212242756,-3474.9393391571043,-3.3758730856516195,-3485.2970229343628,-3484.9563906555177,-0.34063227884507796,-6.9818106916068245,-10.017051498413368,-3.035240806806541,18.0,1.0,3.0,18.0,3.0
a_483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_483,482.0,N#Cc1nc2ccccc2c(O)c1,N#CC(Nc1c2cccc1)=CC2=O,-2329.5903570349224,-2333.217154586792,3.6267975518694575,-2334.0953957423208,-2342.765849899292,8.670454156971573,-4.505038707397943,-9.548695312500056,-5.0436566051021146,13.0,1.0,3.0,13.0,2.0
a_484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_484,483.0,N#Cc(cnc1ccccc11)c1O,N#CC1=CNc(cccc2)c2C1=O,-2335.908607180305,-2335.048705261231,-0.8599019190746731,-2339.0941743458984,-2342.7774620361333,3.683287690234465,-3.1855671655930564,-7.728756774902195,-4.543189609309137,13.0,1.0,3.0,13.0,2.0
a_485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,a_485,484.0,[O-][N+](c1nc2ccccc2c(O)c1)=O,[O-][N+](C(Nc1c2cccc1)=CC2=O)=O,-2322.165344247954,-2331.4818438949583,9.316499647004091,-2327.550278313751,-2345.9442325057985,18.393954192048113,-5.384934065796188,-14.462388610840206,-9.07745454504402,14.0,1.0,5.0,14.0,2.0
